QX1410.9764.1	100.0	III	12381893.5
QX1410.9766.1	97.94	III	12410329.5
QX1410.9767.1	100.0	III	12424161.0
QX1410.9768.2	99.93	III	12432839.0
QX1410.9771.1	98.17	III	12460400.5
QX1410.9775.1	99.87	III	12485790.0
QX1410.9777.1	100.0	III	12506857.5
QX1410.9778.3	99.56	III	12521725.0
QX1410.9779.1	100.0	III	12551660.0
QX1410.9781.1	100.0	III	12589619.5
QX1410.9782.1	99.71	III	12592613.0
QX1410.9784.1	100.0	III	12599812.5
QX1410.9790.1	99.8	III	12637758.0
QX1410.9792.3	99.88	III	12655871.0
QX1410.18622.2	100.0	X	14271987.5
QX1410.18623.1	98.39	X	14305600.0
QX1410.18624.1	100.0	X	14309761.5
QX1410.18625.1	100.0	X	14322617.0
QX1410.18626.1	100.0	X	14325623.0
QX1410.18630.1	100.0	X	14338394.0
QX1410.18634.1	100.0	X	14358161.5
QX1410.18636.1	100.0	X	14363285.5
QX1410.18637.1	98.71	X	14399133.0
QX1410.18638.1	100.0	X	14410581.5
QX1410.18639.3	97.04	X	14415055.0
QX1410.18640.1	100.0	X	14422484.0
QX1410.18641.1	100.0	X	14436246.0
QX1410.18642.1	99.75	X	14440120.0
QX1410.18646.1	99.59	X	14466386.0
QX1410.18653.1	99.71	X	14505087.0
QX1410.18655.1	86.38	X	14521445.0
QX1410.18656.1	99.75	X	14538807.5
QX1410.18657.1	100.0	X	14542020.5
QX1410.18660.1	100.0	X	14557806.5
QX1410.18661.1	100.0	X	14565924.0
QX1410.18662.1	99.64	X	14570454.0
QX1410.18663.1	100.0	X	14580091.5
QX1410.18664.1	99.8	X	14595522.0
QX1410.18667.1	99.81	X	14646902.0
QX1410.18668.2	100.0	X	14673504.5
QX1410.18669.2	98.34	X	14684295.0
QX1410.18670.1	100.0	X	14694468.5
QX1410.18672.1	100.0	X	14704890.0
QX1410.18673.1	100.0	X	14706098.5
QX1410.18674.1	100.0	X	14709885.0
QX1410.18676.2	100.0	X	14716979.5
QX1410.18677.1	100.0	X	14719402.0
