CELEG	CELEG.B0545.3	IV	86840	90091	0	CBRIG	CBRIG.QX1410.6340.2	IV	10803861	10806424	2556	0.005056954655267294	0.6326084358817798
CELEG	CELEG.B0545.1a	IV	91980	110819	1	CBRIG	CBRIG.QX1410.6339.3	IV	10790297	10810466	2555	0.005796301084228044	0.6323296937214397
CELEG	CELEG.F29C4.6	IV	119256	121697	2	CBRIG	CBRIG.QX1410.6338.3	IV	10784961	10787321	2554	0.006886799910985754	0.6314959554869671
CELEG	CELEG.F29C4.7a	IV	121797	125929	3	CBRIG	CBRIG.QX1410.6337.1	IV	10782643	10784872	2553	0.007080382459437554	0.6313564087658643
CELEG	CELEG.F29C4.2	IV	126731	127640	4	CBRIG	CBRIG.QX1410.6336.1	IV	10781714	10782150	2552	0.007270306574964235	0.6312495312582607
CELEG	CELEG.F29C4.1a	IV	132416	138081	5	CBRIG	CBRIG.QX1410.6335.1	IV	10771317	10775032	2551	0.007731211960514762	0.6307368061019534
CELEG	CELEG.F29C4.8j	IV	138699	147919	6	CBRIG	CBRIG.QX1410.6334.1	IV	10763727	10770989	2550	0.008191974438529152	0.6303962676067594
CELEG	CELEG.Y38C1AA.9	IV	156066	157909	7	CBRIG	CBRIG.QX1410.6332.1	IV	10751778	10752949	2549	0.008973878731751636	0.6295183849511785
CELEG	CELEG.Y38C1AA.5b	IV	165141	169967	8	CBRIG	CBRIG.QX1410.6328.1	IV	10739573	10743507	2547	0.009577891723990213	0.6288847017391556
CELEG	CELEG.Y38C1AA.4a	IV	179083	183254	9	CBRIG	CBRIG.QX1410.6327.1	IV	10731470	10733570	2546	0.01035613758428758	0.6283566080012291
CELEG	CELEG.Y38C1AA.12a	IV	192256	194745	10	CBRIG	CBRIG.QX1410.6325.1	IV	10726770	10727802	2545	0.011061071878546429	0.6280501731204854
CELEG	CELEG.Y38C1AA.2	IV	194742	202586	11	CBRIG	CBRIG.QX1410.6324.1	IV	10724828	10726623	2544	0.011356233103684733	0.627958810561945
CELEG	CELEG.Y38C1AA.13	IV	203602	205262	12	CBRIG	CBRIG.QX1410.6323.1	IV	10724075	10724381	2543	0.011685949371061075	0.6278711364629932
CELEG	CELEG.Y38C1AA.14a	IV	205298	208085	13	CBRIG	CBRIG.QX1410.6322.1	IV	10723310	10723904	2542	0.01181510920222211	0.6278347787899053
CELEG	CELEG.Y38C1AA.1c	IV	208185	217399	14	CBRIG	CBRIG.QX1410.6321.1	IV	10719760	10722569	2541	0.012163832171904733	0.6276917777971243
CELEG	CELEG.Y38C1AA.11	IV	218552	220855	15	CBRIG	CBRIG.QX1410.6319.1	IV	10717183	10717972	2540	0.012558914346310348	0.6274817697884832
CELEG	CELEG.R02D3.3a	IV	225439	231773	16	CBRIG	CBRIG.QX1410.6315.1	IV	10707850	10709836	2537	0.013067808082495833	0.6269703912126607
CELEG	CELEG.R02D3.4a	IV	232473	237450	17	CBRIG	CBRIG.QX1410.6316.1	IV	10710090	10714262	2538	0.013431107620864477	0.6271655282889921
CELEG	CELEG.R02D3.5	IV	237591	240307	18	CBRIG	CBRIG.QX1410.6317.1	IV	10714368	10716070	2539	0.013659045141003722	0.6273436867418203
CELEG	CELEG.R02D3.1b	IV	245143	251924	19	CBRIG	CBRIG.QX1410.7298.1	IV	16892426	16896961	3032	0.014206924053047507	0.9891332418556325
CELEG	CELEG.R02D3.6	IV	251908	252554	20	CBRIG	CBRIG.QX1410.7179.1	IV	16323168	16325616	2979	0.014418284298994806	0.9557438127114973
CELEG	CELEG.R02D3.7	IV	253619	255429	21	CBRIG	CBRIG.QX1410.7176.3	IV	16312934	16315822	2977	0.014549359091140081	0.9551575232778392
CELEG	CELEG.T21D12.2a	IV	257403	259204	22	CBRIG	CBRIG.QX1410.7178.2	IV	16320371	16322680	2978	0.014765406704272689	0.955575987800215
CELEG	CELEG.T21D12.3	IV	259989	261683	23	CBRIG	CBRIG.QX1410.7148.1	IV	16181250	16182937	2960	0.014910172038379934	0.9474126656198857
CELEG	CELEG.T21D12.4	IV	261886	264232	24	CBRIG	CBRIG.QX1410.7180.1	IV	16327197	16331247	2980	0.015037245419513361	0.9560265946132916
CELEG	CELEG.T21D12.12	IV	266448	268322	25	CBRIG	CBRIG.QX1410.7181.1	IV	16331462	16333968	2981	0.015284532620045617	0.9562310992060385
CELEG	CELEG.T21D12.15	IV	283647	287215	26	CBRIG	CBRIG.QX1410.7333.1	IV	17028062	17030959	3056	0.01631609637890024	0.9970263697343507
CELEG	CELEG.T21D12.14	IV	287305	288127	27	CBRIG	CBRIG.QX1410.7334.1	IV	17031851	17032337	3057	0.016446713866929877	0.997177625850973
CELEG	CELEG.T21D12.7	IV	288708	291456	28	CBRIG	CBRIG.QX1410.7335.1	IV	17032366	17034829	3058	0.016581961559130366	0.9972656512317903
CELEG	CELEG.K02D7.5	IV	307505	311236	29	CBRIG	CBRIG.QX1410.7337.1	IV	17045232	17046905	3059	0.017684550363445305	0.9979957905894047
CELEG	CELEG.K02D7.2	IV	311484	313715	30	CBRIG	CBRIG.QX1410.7321.1	IV	16968545	16970604	3046	0.017869129737120446	0.9935172980850865
CELEG	CELEG.K02D7.4	IV	315056	320544	31	CBRIG	CBRIG.QX1410.7322.1	IV	16971304	16974493	3047	0.018166405993793582	0.9937119082386194
CELEG	CELEG.K02D7.6	IV	321514	322814	32	CBRIG	CBRIG.QX1410.7175.1	IV	16311513	16312797	2976	0.01841586538887513	0.9550273733466407
CELEG	CELEG.F18F11.5	IV	325059	330649	33	CBRIG	CBRIG.QX1410.7173.1	IV	16299796	16309297	2975	0.01874112294112398	0.9545819186675926
CELEG	CELEG.F18F11.1	IV	334796	337178	34	CBRIG	CBRIG.QX1410.7144.1	IV	16133434	16135540	2956	0.01920602973768636	0.9446254489309058
CELEG	CELEG.F18F11.3d	IV	339808	358882	35	CBRIG	CBRIG.QX1410.7145.2	IV	16138122	16157622	2957	0.01996961328477602	0.9454091002260441
CELEG	CELEG.Y66H1B.2l	IV	359233	376012	36	CBRIG	CBRIG.QX1410.7146.1	IV	16158048	16172678	2958	0.02101441028147697	0.9464331454111962
